"articulo","iditem","cod_familia","cod_sub_familia"
"TUBO PARA EXTRACCION DE SANGRE CON EDTA Y FLUORURO DE SODIO",66232,2,9
"SOLUCION DE ACIDO CROMICO",62981,2,6
"IMPRESION DE CERTIFICADO",66806,3,2
"CAPSULA DE ALUMINIO",66809,2,9
"CARTUCHO DE POLIPROPILENO PARA FILTRACION DE LIQUIDOS",66811,2,9
"MUESTREADOR DE LIQUIDOS",66810,2,9
"MUESTREADOR DE SOLIDOS",34133,2,9
"RELEVAMIENTO TOPOGRAFICO",66824,3,8
"BENZOCAINA (SPRAY)",38772,2,13
"ACEITE MINERAL (USO EN LABORATORIO)",66403,2,6
"PLACA DE AGAROSA",28035,2,6
"FOSFATO DIBASICO DE AMONIO",2648,2,6
"CERTIFICADO ELECTRONICO PARA PAGINAS WEB",66836,2,4
"TOMACORRIENTE MULTIPLE (ZAPATILLA) RACKEABLE",66830,2,9
"VARENICICLINA (COMPRIMIDOS)",49115,2,13
"SERVIDOR BLADE",65921,10,43
"COLORANTE ROJO TEXAS",36956,2,6
"MATRIZ DE COMPRESION HEXAGONAL PARA PINZA HIDRAULICA",8238,2,8
"CODO PPL A 90 H-H",70504,2,6
"TARJETA DIGITALIZADORA HD",66821,10,43
"PASAMURO PARA CABLE",66690,2,9
"ADAPTADOR USB WIFI",66554,10,43
"ADAPTADOR RCA UTP",66816,10,43
"ADAPTADOR VGA UTP",66815,10,43
"TAPA CIEGA PARA MODULOS",66818,2,9
"TAPA PARA EMPOTRAR MODULOS",66817,2,9
"PATCH CORD DE FIBRA OPTICA MULTIMODO",66820,10,43
"GAVETA DE METAL",53450,4,8
"REGLA ALFABETICA",65666,2,9
"ARRENDAMIENTO DE CAMION BARQUILLA",12509,3,5
"ENGRANAJE BOMBA DIRECCION HIDRAULICA",23626,2,12
"TUERCA DE ACERO BIELA COSTILLA MILIMETRICA",1195,2,8
"LAVAOJOS AUTONOMO",66825,2,9
"SERVICIO DE MEDICION TERMOGRAFICA",37137,3,9
"LECTOR RFID",66842,2,9
"TAG RFID",66843,2,9
"CATALEJO",7088,4,3
"SERVICIO INTEGRAL DE REALIZACION DE EVENTO",66572,3,9
"OLLA DE ACERO INOXIDABLE",66621,2,9
"DOBLADORA PARA PAPEL",6324,4,2
"SIERRA SIN FIN PARA CARNICERIA",66519,4,1
"RELE DE AIRE ACONDICIONADO",75036,2,12
"ADAPTADOR DE CELDA PARA TURBIDIMETRO",5445,2,12
"DENSIMETRO DE VIDRIO PARA ANALISIS (MG/ML)",15400,2,7
"MICROESPATULA ACERO INOXIDABLE",7233,2,9
"SERVO ROBOT DIDACTICO",66721,2,9
"BARREDORA AUTOPROPULSADA DE PISTA DE AEROPUERTO",66865,4,1
"MARCO PARA MECANISMO PARA DUCTO",10744,2,6
"INSTALACION DE CONTROLADOR DE TEMPERATURA",65121,3,9
"REPUESTO Y/O ACCESORIO PARA CILINDRADORA DE CHAPA",66862,2,12
"EQUIPO PARA PUVATERAPIA",55033,4,3
"NITRATO DE PLOMO",2799,2,6
"TIOACETAMIDA",64879,2,6
"PAPEL AUTOCOPIANTE (2A VIA O INTERMEDIA) 72 X 92 CM",2599,2,4
"REPARACION DE ATRIL",38452,3,7
"CUERDA DE POLIURETANO TORNEADO",66847,2,6
"CAMISA PARA TROCAR ARTROSCOPIA DOS LLAVES DE PASO",64794,4,7
"INSUMOS PARA EQUIPO DE NEFELOMETRIA",37254,2,6
"REACTIVO PARA DETECCION DE ANTICUERPO ANTI-ANTIGENO EXTRAIBLE DEL NUCLEO (ANTI-ENA)",22049,2,6
"REACTIVO DE AMONIEMIA",31956,2,6
"ASPERGILLUS FLAVUS SUERO CONTROL",21744,2,6
"CONTROL PARA LKM",21827,2,6
"REACTIVO PARA LA DETECCION DE NOROVIRUS",65190,2,6
"REACTIVO PARA DETECCION DE MYCOPLASMA UREALITICUM",33946,2,6
"SUERO CONTROL CANDIDA ALBICANS",22304,2,6
"REDUCCION DE PVC MACHO-HEMBRA",65650,2,6
"CELDA ELECTROLITICA (USO DIDACTICO)",66749,2,9
"CENTRIFUGA MANUAL",66748,4,3
"ELECTRODO PARA CELDA GALVANICA O ELECTROLITICA",36832,2,12
"DISCO DE PIEDRA DE AFILAR",66131,2,8
"INVENTARIO FORESTAL",66898,3,8
"CURSO DE PRESENTACIONES ORALES EFECTIVAS",66946,3,8
"CURSO DE ATENCION AL CIUDADANO",66870,3,8
"CURSO DE BUENAS PRACTICAS DE MANUFACTURA (BPM)",66874,3,8
"CURSO DE EXPRESION ESCRITA",66869,3,8
"CURSO DE NEGOCIACION",66945,3,8
"CURSO DE LIDERAZGO Y TRABAJO EN EQUIPO",66873,3,8
"CURSO DE GESTION DE CAMBIO ORGANIZACIONAL",66872,3,8
"ARRESTALLAMA DE REGULADOR DE PRESION DE ACETILENO Y SUPERGAS",6451,2,8
"AFILADOS DE CADENA DE MOTOSIERRA",11193,3,9
"SOLVENTE MINERAL",3784,2,6
"REPARACION DE COFRE",71949,3,7
"INSUMOS PARA EQUIPO PARA POBLACIONES LINFOCITARIAS POR CITOMETRIA DE FLUJO",37258,2,6
"LLAVE ENDOMETRICA",66911,2,9
"PERFORADOR DE GOMA DIQUE",66910,2,9
"ACONDICIONADOR USO ODONTOLOGICO",28421,2,6
"ESTERILIZADOR A BOLILLAS DE CUARZO",66530,4,3
"FERULA AFO TIPO ARIZONA",66915,2,9
"FERULA AFO TIPO CROW",66916,2,9
"BOLSA DE CESPED PARA TRACTOR DE JARDIN",66921,2,12
"ANTIPARRAS PARA PIEDRA CON VENTILACION DIRECTA CLARA",7402,2,9
"ARANDELA DE PRESION DE ACERO CADMIADO CLASE 8.8",66769,2,8
"ARANDELA PLANA DE ACERO CADMIADO CLASE 8.8",66770,2,8
"BULON DE ACERO CADMIADO CLASE 8.8 ROSCA CORRIDA",66767,2,8
"TUERCA DE ACERO CADMIADO CLASE 8.8",66768,2,8
"CUPLA PARA CAÑO DE HIERRO DE USO ELECTRICO",2168,2,9
"ABRAZADERA DE HIERRO GALVANIZADO",66889,2,8
"DISCO BLU-RAY DE LECTURA Y ESCRITURA (BD-RW)",66197,10,43
"BOMBONES",176,2,1
"SOPORTE PARA VIDEOGRABADOR",8074,4,8
"DETECCION DE MUTACIONES DEL GEN FLT3",65606,3,8
"COMPUTADORA DIMENSIONES REDUCIDAS",66905,10,43
"INSULINA DETEMIR",65826,2,13
"REPARACION DE PICO DE SOLDADURA AUTOGENA",10707,3,7
"VALVULA REGULADORA DE PRESION PARA EQUIPO DE TRANSPORTE",7351,2,12
"TOMOGRAFIA AXIAL COMPUTADA (TAC) TRES REGIONES SIN CONTRASTE",66863,3,8
"COMPRESOR PARA LIMPIEZA DE COMPUTADOR",66929,4,2
"BIBLIOTECA DE METAL MEDIA PUERTA",5586,4,8
"AGUJA PARA BIOPSIA DE PROSTATA",66930,2,9
"IMPRESION DE PLANO",66881,3,2
"CITOSCOPIO",15321,4,3
"PINTURA ANTIHONGO PARA INTERIORES",66951,2,6
"MANTENIMIENTO DE CROMATOGRAFO IONICO",75797,3,7
"REPARACION DE CRIOSTATO",14859,3,7
"REPARACION DE CHASIS RADIOGRAFICO",65876,3,7
"ZORRA MECANICA",6645,4,5
"BOMBIN PRIMARIO DE EMBRAGUE",27534,2,12
"RADIADOR DE ACEITE DE TRANSMISION",13183,2,12
"ESCALERA DE ALUMINIO COMBINADA TIJERA Y EXTENSIBLE",66786,2,8
"CARTUCHO MECANICA PARA ENDOGIA MULTIFIRE 4.5",17886,2,9
"BALON PARA EXTRACCION DE CALCULOS BILIARES",17457,2,9
"REPUESTO Y/O ACCESORIO PARA ELECTROMIOGRAFO",66914,2,12
"REPARACION DE MOTOR NEUMATICO PARA TRAUMATOLOGIA",66932,3,7
"CLIP METALICO PARA SUJECION EN ROPA",9587,2,9
"BLOQUE DE DULCE DE LECHE",66970,2,1
"PRODUCCION DE LIBRO",67668,3,8
"CHAPA GALVANIZADA TRAPEZOIDAL CALIBRE 24",78525,2,8
"REPARACION DE SISTEMA DE CONTROL AUTOMATICO",65007,3,10
"MANGUERA SANITARIA DE SILICONA",66972,2,6
"ESTANDAR DE PLOMO",21859,2,6
"SOFTWARE DE TERMINALES DE RED PRIVADA VIRTUAL (VPN)",64720,10,43
"SISTEMA DE VIDEO CONFERENCIA",14914,10,43
"APOYO GUARDABARRO DELANTERO",5229,2,12
"REPUESTO Y/O ACCESORIO PARA CAMARA FOTOGRAFICA DIGITAL",65204,2,12
"TRANSMISOR INALAMBRICO PARA CAMARA",66925,2,9
"MAGNIFICADOR OCULAR PARA CAMARA",66924,2,9
"CONTROL REMOTO PARA CAMARA FOTOGRAFICA",29771,2,9
"LENTE OBJETIVO ZOOM PARA CAMARA",66923,2,9
"MODULO DE BATERIA PARA CAMARA FOTOGRAFICA",29770,2,9
"ALBONDIGAS CON TUCO EN CONSERVA",66975,2,1
"CAZUELA DE LENTEJAS EN CONSERVA",66978,2,1
"CAZUELA DE MONDONGO EN CONSERVA",66973,2,1
"PASTA A LA BOLOGNESA EN CONSERVA",66980,2,1
"PATE",13965,2,1
"TARJETA DETECTORA DE FALLOS",64903,10,43
"LIBRO PARA COLOREAR",66950,2,9
"JUEGO DE MEMORIA DIDACTICO",64859,2,9
"FLAPPER CISTERNA",15264,2,8
"DUCTO DE VENTILACION DER.",23846,2,12
"PROTESIS DE ESTRIBO DE OIDO MEDIO",66325,2,9
"CABO DE VIDA",66982,2,9
"BUJE CILINDRO ESTABILIZADOR",26923,2,12
"TIMBRE ELECTRONICO",66628,10,43
"AEROMETRO",37082,4,3
"PAPEL TORNASOL (LITMUS)",65011,2,9
"PINZA PARA TUBO",66900,2,9
"REJILLA METALICA CON CIRCULO DE AMIANTO",35345,2,9
"TAPON DE GOMA PERFORADO PARA FRASCO",47266,2,9
"ANTICUERPO MONOCLONAL ANTI PARAINFLUENZA 2",66157,2,6
"ANTICUERPO MONOCLONAL ANTI PARAINFLUENZA 3",66158,2,6
"FRAGMENTO F(AB´)2 DE ANTICUERPO POLICLONAL DE CABRA ANTI IGG, IGM E IGA DE RATON CONJUGADO CON HRP",64976,2,6
"REACTIVO PARA DETECCION DE VIRUS INFLUENZA B",22193,2,6
"CONTROL BIOLOGICO DE ESTERILIZACION POR PEROXIDO DE HIDROGENO",66106,2,9
"SABANA DESCARTABLE ABSORBENTE",66081,2,9
"HORQUILLA PARA BIDET",15267,2,8
"CAMISA DE JEAN DE MANGA LARGA PARA DAMA",354,2,3
"BROMURO DE METILO (GAS)",4573,2,6
"CALCULO DE BLINDAJE PARA SALA DE RADIOLOGIA",67002,3,8
"INICIADOR DE REVELADO DE PAPEL FOTOGRAFICO",66992,2,6
"BLANQUEADOR DE PAPEL FOTOGRAFICO",66976,2,6
"ESTABILIZADOR DE PAPEL FOTOGRAFICO",66977,2,6
"SOFTWARE DE SISTEMA DE ARCHIVOS",64715,10,43
"BISELADORA (OPTICA)",33126,4,3
"PONCHO EN PVC",66998,2,9
"CURSO DE PREVENCION DE LAVADO DE ACTIVOS",66961,3,8
"CURSO DE PREVENCION DEL LAVADO DE DINERO Y FINANCIAMIENTO AL TERRORISMO",66962,3,8
"REPARACION DE TONOMETRO",66999,3,7
"PLACA DE VIDRIO TALLADO",66386,2,9
"AEROSOL LIMPIA PANTALLA",66507,2,6
"BROCA DE CENTRAR",66835,2,8
"PLASTIFICANTE POLIURETANICO PARA PISO DE MADERA",67057,2,6
"SILICONA LIQUIDA",66993,2,9
"CHALECO DE NYLON FORRADO",67010,2,3
"SEPARADOR CON RESORTE Y DIENTE",65887,2,9
"REPARACION DE DUCTO DE EXTRACCION DE AIRE",65849,3,7
"RACION DE MANTENIMIENTO PARA VACAS DE CRIA",66937,2,1
"PURGADOR PARA SISTEMA DE CALEFACCION",10279,2,8
"VALVULA SOLENOIDE PARA COMBUSTIBLE",28709,2,12
"CONSOLA CONTROLADORA DE VIDEO",6877,4,4
"TAPON GOTERO CON TETINA",79715,2,9
"EQUIPO IRRADIADOR DE HEMOCOMPONENTES",55149,4,3
"CILINDRO HIDRAULICO DE LEVANTE DE CUCHARON PARA EQUIPO DE TRANSPORTE",7293,2,12
"RECAMBIO DE CILINDRO PARA MAQUINA VIAL",11593,3,7
"HERRAJE TIPO SAPO",66755,2,8
"MANIJA METALICA REBATIBLE",66737,2,8
"PERFIL C DE CHAPA",67008,2,8
"CUMBRERA DE CHAPA GALVANIZADA",67009,2,8
"PIPETA DE POLIPROPILENO",3270,2,9
"REPARACION DE PANEL COLGANTE A GAS",11389,3,7
"CORDON DIARIO (UNIFORME MILITAR)",66813,2,3
"SOFTWARE DE MEDICINA",31991,10,43
"GRASA DE LITIO CON INHIBIDOR DE CORROSION Y HERRUMBRE",65951,2,6
"ARRENDAMIENTO DE MOTOR NEUMATICO PARA TRAUMATOLOGIA",67011,3,5
"REPARACION DE SIMULADOR DE VUELO",67013,3,7
"JARRO CON ASA",66948,2,9
"TRAJE DE PROTECCION PERSONAL DESECHABLE",27420,2,9
"TUBO CAPILAR DE VIDRIO",15461,2,7
"CENTRIFUGA REFRIGERADA DE VELOCIDAD VARIABLE",45921,4,3
"2-METIL-2- PROPANOL (TERT-BUTANOL)",37798,2,6
"KIT PARA DETECCION DE PROTEINA P30 DE SEMEN (USO CRIMINALISTICA)",67025,2,9
"KIT PARA TOMA DE MUESTRA BUCAL USO FORENSE",67036,2,9
"PINCEL DE FIBRA DE CARBONO",67032,2,9
"ESTANDAR DICLORVOS",14193,2,6
"ESTRICNINA",67038,2,9
"PINCEL DE PLUMA",67033,2,9
"SACABOCADO PARA MUESTRA",67028,2,9
"VALIJA CON IMPLEMENTOS DE TRABAJO FORENSE",67035,2,9
"SET DE VARIAS TECNICAS PARA LEVANTAR HUELLAS DACTILARES LATENTES",47486,2,9
"ROTAFOLIO DE PIE CON PIZARRA",65505,4,8
"MODULO MESA AUXILIAR",57295,4,8
"ESPUELIN",67014,2,9
"MINI TORNO",67015,2,8
"SONDA NASOGASTRICA DE POLIURETANO",65507,2,9
"IMPRESION DE FICHA DECADACTILAR",67016,3,2
"IMPRESION DE TIRILLA",66797,3,2
"KIT DE CARBURADOR (PARA AERONAVE)",46786,4,7
"ARRENDAMIENTO DE MONITOR DE SIGNOS VITALES",56431,3,5
"LAMINILLA PARA CAMARA NEUBAUER",29902,2,9
"MANTENIMIENTO DE MONITOR DE SIGNOS VITALES",66680,3,7
"BANCADA DE MUÑEQUILLA DE CHASIS",11135,4,7
"PISTON COMPENSADOR (PISTON ASSEMBL COMPENSATOR)",3642,2,12
"ABRAZADERA PARA CABLE PREENSAMBLADO",5164,2,9
"PUERTA VAIVEN",67336,2,7
"CARTUCHO CON CHORRO LACRIMOGENO DIRECTO",67019,2,6
"CARTUCHO CON PROYECTIL DETONANTE LACRIMOGENO",67018,2,6
"CARTUCHO DE PROPULSION",67017,2,6
"GRANADA LACRIMOGENA",67023,2,6
"PROYECTIL DE GOMA",67026,2,6
"PROYECTIL LACRIMOGENO CARGA MULTIPLE",67022,2,6
"PROYECTIL LACRIMOGENO DE LARGO ALCANCE",67021,2,6
"PROYECTIL LACRIMOGENO DE MEDIO ALCANCE",67020,2,6
"TEE DE BRONCE CON REDUCCION",10721,2,8
"VALVULA TIPO GLOBO",15280,2,8
"MANTENIMIENTO DE DOSIFICADORA DE MASA",66702,3,7
"MANTENIMIENTO DE ENVASADORA DE FIDEOS",66705,3,7
"MANTENIMIENTO DE ENVASADORA DE PAN",66704,3,7
"MANTENIMIENTO DE SOBADORA DE MASA",66703,3,7
"CURSO CERTIFICACION PMP",65166,3,8
"EQUIPO DE DESOBSTRUCCION DE CAÑERIAS",9668,4,1
"CABLE P/REMOTO DEL CCU-TX7P (CABLE REMOTO DEL CONTROL DE CAMARA)",11636,4,7
"SENSOR MAGNETICO",66044,2,9
"CONEXION DOMICILIARIA A LA RED DE DISTRIBUCION DE AGUA POTABLE",68698,6,3
"TORRE DE LAPAROSCOPIA",67031,4,3
"CALIFICACION DE EQUIPO DE LABORATORIO",67029,3,8
"DETECCION DE ANTICUERPO ANTI - ASPERGILLUS NIGER",27735,3,8
"PROTECTOR DE TRASDUCER",20230,2,9
"SELLO DE VALVULA (JUEGO) (PARA MOTO)",7762,2,12
"APAREJO DE CABLE",66124,2,8
"CONSISTOMETRO DE CEMENTO",37203,4,3
"ANDAMIO COLGANTE",66879,2,8
"DETECTOR DE ARMADURA METALICA EN HORMIGON (PACOMETRO)",63664,2,9
"EQUIPO PARA DETERMINACION DE LIMITE LIQUIDO",37083,4,3
"EQUIPO PARA ENSAYO CBR",6621,4,3
"ESCLEROMETRO",7652,4,3
"ESTANDAR DE FOSFORO",66489,2,6
"MOLDE EN L PARA ENSAYO DE AUTOCOMPACTABILIDAD DEL HORMIGON",66855,4,3
"PENETROMETRO PARA SUELOS",37080,4,3
"PRENSA DE ROTURA A LA COMPRESION DE TESTIGOS DE HORMIGON",6619,4,3
"PRENSA PARA ENSAYO DE MATERIALES VARIOS",6618,4,3
"PROBETA PARA HIDROMETRO",37081,2,9
"SET PARA ENSAYO DE EQUIVALENTE DE ARENA",6601,2,9
"TAMIZ PARA ENSAYO DE ARIDOS EN HORMIGON",66851,4,3
"TANQUE DE CURADO DE PROBETAS DE HORMIGON",66854,4,3
"YUNQUE PARA TARADO",37079,2,9
"MODULO DE ROTACION",66899,2,9
"PINZA BIPOLAR REUTILIZABLE PARA LAPAROSCOPIA",19962,2,9
"EQUIPO PARA REALIZAR PRACTICAS DE MAQUINAS ELECTRICAS FIJAS Y MOVILES",66861,4,4
"SOFTWARE EDUCACIONAL",64147,10,43
"MANTENIMIENTO DE LECTOR DE ABSORCION UV (OPTICA)",57673,3,7
"AMPLIFICADOR PARA AURICULARES",66724,4,4
"DIGITALIZADOR DE AUDIO",66990,4,4
"MULTIEFECTO PARA AUDIO",34119,4,4
"PREAMPLIFICADOR PARA MICROFONO",66725,4,4
"JUEGO DE CUBIERTOS PARA EJERCITO",64852,2,9
"CURVA DE PPL MACHO-HEMBRA",36258,2,6
"EQUIPO PARA REALIZAR PRACTICAS DE TRANSMISION ELECTRICA TRIFASICA",66868,4,4
"EQUIPO PARA REALIZAR PRACTICAS DE ELECTROTECNIA",66867,4,4
"AGUJAS PARA PICARETA NEUMATICA (JUEGO)",14323,2,8
"REPUESTO Y/O ACCESORIO PARA PICARETA NEUMATICA",66715,2,12
"INSTALACION DE SISTEMA DE IDENTIFICACION AUTOMATICA (UAIS O AIS)",64896,3,9
"ACONDICIONAMIENTO DE SALA",67048,6,8
"ABRAZADERA DE ENSAMBLAJE (PARA AERONAVE)",66963,2,12
"COJINETE (PARA AERONAVE)",65996,2,12
"EJE DE GENERADOR (PARA AERONAVE)",66956,2,12
"ARO BARREDOR (PARA AERONAVE)",66003,2,12
"ARO RETENEDOR (PARA AERONAVE)",29853,2,12
"CONJUNTO ACTUADOR DE FLAP (PARA AERONAVE)",46642,2,12
"CONJUNTO DE CABLES ( PARA AERONAVE)",66965,2,12
"DISCO DE FRENO (AERONAVE)",65990,2,12
"ESCOBILLA DE CARBON (PARA AERONAVE)",66954,2,12
"REOSTATO (PARA AERONAVE)",66957,2,12
"TOPE (PARA AERONAVE)",66989,2,12
"PAQUETE DE LAMINAS PARA ALA (PARA AERONAVE)",67054,2,12
"PLACA AMORTIGUADORA DELANTERA (PARA AERONAVE",66958,2,12
"PLACA AMORTIGUADORA TRASERA (PARA AERONAVE)",66959,2,12
"RECEPTACULO (PARA AERONAVE)",66960,2,12
"REVESTIMIENTO DE FRENO (PARA AERONAVE)",65998,2,12
"SUPLEMENTO (PARA AERONAVE)",66001,2,12
"VARILLA DE COMANDO (PARA AERONAVE)",32013,2,12
"VENTANILLA DE CABINA (PARA AERONAVE)",67051,2,12
"BOLSA PARA CRIOPRESERVACION DE SANGRE DE CORDON",59493,2,9
"TOCILIZUMAB (INYECTABLE)",66483,2,13
"RESORTE EMBRAGUE DE FRENO",10969,2,12
"KIT DE ACTUALIZACION DE CENTRAL TELEFONICA",67060,10,43
"DISPARADOR AUTOMATICO PARA BIOPSIA",66548,4,3
"PLACA DE CORCHO NATURAL",3539,2,7
"PALA PARA RESIDUOS",67250,2,9
"PINTURA DE TERMINACION PARA MATERIALES COMPUESTOS (TIPO GELCOAT)",58289,2,6
"ARANDELA DE RETENCION DE RESORTE DE VALVULA",7224,2,12
"MANIQUI DE CABALLERO",4458,2,9
"ARRENDAMIENTO DE EQUIPO GENERADOR DE RADIOFRECUENCIA (USO MEDICO)",64631,3,5
"EVALUACION PSICOTECNICA DE CONDUCTORES",67076,3,8
"LIMA PLANA PARALELA GRANO GRUESO",6556,2,8
"REPUESTO Y/O ACCESORIO PARA BOMBA SUMERGIBLE TRIFASICA",67141,2,12
"REPUESTO Y/O ACCESORIO PARA PISTOLA DE PINTAR ALTA (TIPO AIRLESS)",67112,2,12
"SENSOR DE OXIGENO EN GASES DE ESCAPE",24017,2,12
"MINI RELE INVERSOR",67077,2,12
"PALETILLA PLASTICA CON CONDENSADOR",2944,2,9
"SISTEMA FULL DUPLEX DE COMUNICACION INALAMBRICA",67073,4,6
"CONSTRUCCION DE LABORATORIO",65793,6,2
"CARTUCHO SUTURA MECANICA LINEAL 60 MM",17893,2,9
"JUEGO DE JUNTAS, RETENES Y SELLOS PARA VALVULAS",67177,2,12
"RESORTE PARA AMORTIGUADOR DELANTERO DE EQUIPO DE TRANSPORTE",67199,2,12
"INSPECCION DE LOCALIZADOR DE EMERGENCIA DE AERONAVE",67086,3,9
"CAJA DECORADA DE MADERA Y VIDRIO",66384,2,7
"CRUCETA HIERRO GALVANIZADO",13155,2,8
"CALIBRE PARA DIAMETRO EXTERIOR E INTERIOR",66798,2,8
"HOJA DE CEPILLO DE CARPINTERO",2589,2,8
"HOJA DE SIERRA MONTARAZ",67034,2,8
"REGLA PARA HERRERO",47970,2,8
"MACHO PASE BSP",66195,2,8
"LLAVE ESTRIADA POR PULGADA",6268,2,8
"MACHO TIPO WHITWORTH",67082,2,8
"AGUA HPLC",66485,2,6
"ESTANDAR DE CARBARIL",13124,2,6
"ACIDO NICOTINICO (USO EN LABORATORIO)",66405,2,6
"ALMIDON DE PAPA",66407,2,6
"ACIDO SULFANILICO",2755,2,6
"CALDO NUTRIENTE",10290,2,6
"ALFANAFTOL",2713,2,6
"AGAR TTC (CLORURO TRIFENIL TRETRAZOLIO)",37430,2,6
"CARBONATO DE MAGNESIO",66416,2,6
"CLORURO DE COBRE (II) DIHIDRATADO",2771,2,6
"BISULFATO DE TETRABUTILAMONIO",66417,2,6
"AZUL DE ANILINA",31715,2,6
"ESTANDAR DE AZOXISTROBIN",53729,2,6
"ESTANDAR DE BOSCALID",66438,2,6
"ESTANDAR DE CARBENDAZIM",36410,2,6
"CLORANFENICOL (USO EN LABORATORIO)",66418,2,6
"ESTANDAR DE COBALTO",66487,2,6
"ESTANDAR DE CLOMAZONE",36395,2,6
"CLORURO DE ALUMINIO",2633,2,6
"ESTANDAR DE ACIDO AMINO METIL FOSFORICO",66460,2,6
"ESTANDAR DE CROMO",21854,2,6
"ESTANDAR DE HEXACONAZOL",13123,2,6
"ESTANDAR DE FENHEXAMIDA",66440,2,6
"ESTANDAR DE DIAZINON",36396,2,6
"ESTANDAR DE DIFENILAMINA",66433,2,6
"ESTANDAR DE FLUTRIAFOL",66437,2,6
"ESTANDAR DE IMIDACLOPRID",36415,2,6
"ESTANDAR DE IPRODIONE",13132,2,6
"ESTANDAR DE METIL-AZINFOS",13139,2,6
"ESTANDAR DE ISOPROTIOLANE",66439,2,6
"ESTANDAR DE PIRACLOSTROBIN",66435,2,6
"ESTANDAR DE KREXOSIM METIL",53849,2,6
"ESTANDAR DE METOXIFENOCIDE",66434,2,6
"ESTANDAR DE PIRIMIETANIL",66432,2,6
"ESTANDAR DE MANGANESO",66488,2,6
"ESTANDAR DE POTASIO",21860,2,6
"VANCOMICINA (USO EN LABORATORIO)",39097,2,6
"FOSFATO TRIBASICO DE MAGNESIO",37695,2,6
"ESTANDAR DE SELENIO",66486,2,6
"GALACTOSA",2732,2,6
"ACIDO SULFURICO FUMANTE",66443,2,6
"L-ARABITOL",37423,2,6
"CLORURO DE 9-FLUORENILMETOXICARBONILO",66442,2,6
"PEPTONA DE CASEINA",66414,2,6
"ESTANDAR DE ALFA CIPERMETRINA",66463,2,6
"ESTANDAR DE CIMOXANIL",66427,2,6
"SUCCINATO",44593,2,6
"ESTANDAR DE DIFENOCONAZOL",66428,2,6
"FOSFATO TRIBASICO DE SODIO DODECAHIDRATO",66409,2,6
"PIROFOSFATO FERRICO",66410,2,6
"ESTANDAR DE FENITROTION",36406,2,6
"ESTANDAR DE PIRIPROXIFEN",66430,2,6
"ESTANDAR DE PROPICONAZOL",66431,2,6
"CLORHIDRATO DE L-CISTEINA ANHIDRA",66445,2,6
"ESTANDAR DE ENDOSULFAN (ENDOSULFAN I Y II)",66462,2,6
"ESTANDAR DE ATRAZINA",66425,2,6
"TIOCIANATO DE POTASIO",3201,2,6
"ESTANDAR DE CAPTAN",13133,2,6
"ESTANDAR DE CIPROCONAZOL",66426,2,6
"SULFATO DE MAGNESIO DESECADO",34819,2,6
"ESTANDAR DE DIMETOATO",13135,2,6
"ESTANDAR DE ETIL CLORPIRIFOS",36404,2,6
"ESTANDAR DE ETIL-PARATION",13137,2,6
"ESTANDAR DE FENTION",36412,2,6
"ESTANDAR DE FOLPET",66429,2,6
"ESTANDAR DE METAMIDOFOS",13129,2,6
"ESTANDAR DE PROCLORAZ",36381,2,6
"OXIDO DE ARSENICO (III)",8823,2,6
"P-NAFTOLBENCEINA",66444,2,6
"ESTANDAR DE METIL- CLORPIRIFOS",13128,2,6
"PIEL ACRILICA",4741,2,9
"SOFTWARE DE MODEM",64714,10,43
"KIT DE PURIFICACION DE ADN PLASMIDOS",36946,2,6
"ANTICUERPO MONOCLONAL ANTI INFLUENZA B",21723,2,6
"DETECCION DE ANTICUERPO ANTI - INFLUENZA",36098,3,8
"PURGADOR DE FRENO",23955,2,12
"TABLERO DE CHAPA INTERIOR CON RIEL",9289,2,9
"TORNILLO CON TUERCA SOPORTE ALTERNADOR (PARA MOTO)",67091,2,12
"SERVOMOTOR DE TIMON",67094,4,7
"VARILLA DE CAMBIOS",67101,2,12
"ADITIVO PARA CAJA DE CAMBIOS",67097,2,6
"CHASIS",23584,4,7
"HIDROARENADORA",68423,4,1
"MANTENIMIENTO DE MOTOSIERRA",13852,3,7
"BOLSO MORRAL",66327,2,3
"AZUL DE HIDROXINAFTOL",67088,2,6
"SULFATO DE COBRE PENTAHIDRATADO",22317,2,6
"MANTENEDOR DE CAMARA ANTERIOR (OFTALMOLOGIA)",66223,2,9
"EQUIPO DIGESTOR DE MICROONDAS",36949,4,3
"FRESA TALADRO MANUAL NEUROCIRUGIA",18937,2,9
"POLISOMNOGRAFIA - NIÑO",35140,3,8
"SEMILLA DE SOJA (GLYCINE MAX) RESISTENTE A GLIFOSATO",65398,2,1
"SEMILLA DE SORGO SILERO",45015,2,1
"SILLA DE COMER PARA BEBE",66048,4,8
"GUARDARROPA DE MADERA",67092,4,8
"PRACTICUNA",67102,4,8
"CLORHIDRATO DE OXITETRACICLINA (USO VETERINARIO)",9187,2,6
"REPARACION DE EQUIPO ERGOMETRICO",28343,3,7
"TOMACORRIENTE MULTIPLE (ZAPATILLA) CON CABLE DE 2 METROS",67106,2,9
"SERVER DE VIDEO",10087,4,4
"MANTENIMIENTO Y REP. DE EQUIPO PORTATIL DE MONITOREO DE GAS",26883,3,7
"MANTENIMIENTO DE SEMAFORO",14992,3,7
"ADITIVO PARA LUBRICANTE DE EJES Y MANDOS FINALES",66829,2,6
